;Unnamed: 0;League;Home;Away;INC;Round;Date;Time;H_Score;A_Score;HT_H_Score;HT_A_Score;WIN;H_BET;X_BET;A_BET;WIN_BET;OVER_2.5;OVER_3.5;H_15;A_15;H_45_50;A_45_50;H_90;A_90;H_Missing_Players;A_Missing_Players;Missing_Players;H_Ball_Possession;A_Ball_Possession;H_Goal_Attempts;A_Goal_Attempts;H_Shots_on_Goal;A_Shots_on_Goal;H_Attacks;A_Attacks;H_Dangerous_Attacks;A_Dangerous_Attacks;H_Shots_off_Goal;A_Shots_off_Goal;H_Blocked_Shots;A_Blocked_Shots;H_Free_Kicks;A_Free_Kicks;H_Corner_Kicks;A_Corner_Kicks;H_Offsides;A_Offsides;H_Throw_in;A_Throw_in;H_Goalkeeper_Saves;A_Goalkeeper_Saves;H_Fouls;A_Fouls;H_Yellow_Cards;A_Yellow_Cards;Game Link;no_match_home;no_match_away;goal_diff;goal_diff_HT;winner;h_form;a_form;Shots_on_Goal_avg_H;Shots_on_Goal_avg_A;Fouls_avg_H;Fouls_avg_A;Yellow_Cards_avg_H;Yellow_Cards_avg_A;Ball_Possession_avg_H;Ball_Possession_avg_A;Corner_Kicks_avg_H;Corner_Kicks_avg_A;Offsides_avg_H;Offsides_avg_A
62563;62563;pko-bp-ekstraklasa;7;2;"[""33' Yellow_Home - Mączyński K."", ""34' Yellow_Home - Exposito E."", ""48' Goal_Away - Skóraś M.(van der Hart M.)""]";27;2022-04-01;20:30;0.0;1.0;0.0;0.0;Away;6.1;3.9;1.58;1.58;False;False;False;False;False;True;False;False;0;1;-1.0;0.43;0.57;10.0;9.0;3.0;4.0;109.0;128.0;57.0;71.0;4.0;2.0;3.0;3.0;14.0;11.0;4.0;3.0;3.0;2.0;27.0;24.0;3.0;3.0;8.0;13.0;2.0;0.0;https://www.flashscore.com/match/jev4sJ8L/#/match-summary/match-summary;27;27;-1.0;0.0;2;-3;12;4.230769230769231;6.769230769230769;13.307692307692308;12.461538461538462;1.8461538461538463;;0.495;0.5565384615384615;4.653846153846154;6.730769230769231;1.8461538461538463;1.9230769230769231
62560;62560;pko-bp-ekstraklasa;5;16;"[""29' Goal_Home - Wszołek P.(Wieteska M.)"", ""45' Yellow_Home - Jędrzejczyk A."", ""51' Yellow_Home - Johansson M."", ""51' Yellow_Home - Josue"", ""52' Yellow_Away - Kuciak D."", ""65' Goal_Home - Pekhart T.(Wszołek P.)"", ""66' Yellow_Away - Terrazzino M."", ""83' Goal_Away - Zwoliński Ł.(Sezonienko K.)""]";27;2022-04-02;20:00;2.0;1.0;1.0;0.0;Home;1.93;3.42;4.55;1.93;True;False;False;False;False;False;False;False;2;0;2.0;0.43;0.57;17.0;13.0;8.0;5.0;115.0;91.0;56.0;55.0;5.0;6.0;4.0;2.0;8.0;19.0;4.0;10.0;4.0;0.0;28.0;15.0;4.0;6.0;14.0;8.0;3.0;2.0;https://www.flashscore.com/match/Ora5MHWe/#/match-summary/match-summary;27;27;1.0;1.0;5;-3;3;4.384615384615385;4.923076923076923;15.076923076923077;14.807692307692308;2.8076923076923075;2.1153846153846154;0.5530769230769231;0.5434615384615387;6.730769230769231;6.961538461538462;1.1538461538461537;1.5384615384615385
62561;62561;pko-bp-ekstraklasa;3;8;"[""10' Goal_Away - Fornalczyk M."", ""12' Yellow_Home - Midzierski T."", ""20' Goal_Away - Grosicki K.(Parzyszek P.)"", ""65' Goal_Away - Zahovic L."", ""69' Goal_Away - Żurawski M.(Grosicki K.)"", ""77' Yellow_Away - Bartkowski J."", ""81' Yellow_Home - Szcześniak K.""]";27;2022-04-02;17:30;0.0;4.0;0.0;2.0;Away;6.3;4.0;1.61;1.61;True;True;False;True;False;False;False;False;1;3;-2.0;0.43;0.57;7.0;19.0;3.0;7.0;83.0;76.0;40.0;51.0;2.0;7.0;2.0;5.0;13.0;18.0;0.0;5.0;4.0;7.0;27.0;13.0;3.0;3.0;15.0;7.0;2.0;1.0;https://www.flashscore.com/match/f7NfO6Ko/#/match-summary/match-summary;27;27;-4.0;-2.0;8;-9;15;3.230769230769231;5.153846153846154;13.73076923076923;12.26923076923077;;;0.4657692307692308;0.5534615384615384;4.230769230769231;6.038461538461538;1.6153846153846154;1.5769230769230769
62562;62562;pko-bp-ekstraklasa;14;18;"[""28' Own_Away - Ivanov R.()"", ""78' Yellow_Home - Luis M."", ""79' Goal_Away - Lopez I."", ""87' Yellow_Home - Szelągowski D.""]";27;2022-04-02;15:00;0.0;1.0;0.0;0.0;Away;4.4;3.4;1.96;1.96;False;False;False;False;False;False;False;False;3;3;0.0;0.51;0.49;6.0;13.0;1.0;4.0;100.0;97.0;45.0;56.0;4.0;5.0;1.0;4.0;12.0;19.0;4.0;7.0;1.0;0.0;24.0;22.0;2.0;1.0;19.0;12.0;2.0;0.0;https://www.flashscore.com/match/GxnipLO2/#/match-summary/match-summary;27;27;-1.0;0.0;18;-4;11;3.730769230769231;6.1923076923076925;15.23076923076923;13.807692307692308;;2.3076923076923075;0.4369230769230769;0.4984615384615385;4.6923076923076925;5.576923076923077;1.5769230769230769;1.8461538461538463
62559;62559;pko-bp-ekstraklasa;1;13;"[""02' Yellow_Home - Grzybek M."", ""21' Own_Away - Tekijaski N.()"", ""22' Yellow_Home - Mesanovic M."", ""39' Yellow_Home - Tekijaski N."", ""55' Goal_Home - Mesanovic M.(Poznar T.)"", ""81' Yellow_Away - Cichocki M."", ""87' Yellow_Home - Poznar T."", ""90+6' Red_Card_Away - Ayomide M."", ""90+6' Yellow_Home - Putivtsev A.""]";27;2022-04-03;12:30;1.0;0.0;0.0;0.0;Home;3.05;3.25;2.52;3.05;False;False;False;False;False;False;False;False;2;1;1.0;0.58;0.42;25.0;9.0;6.0;2.0;109.0;91.0;61.0;54.0;14.0;4.0;5.0;3.0;13.0;19.0;5.0;7.0;1.0;1.0;25.0;29.0;1.0;5.0;18.0;17.0;5.0;1.0;https://www.flashscore.com/match/SG5dOw2q/#/match-summary/match-summary;27;27;1.0;0.0;1;-6;4;3.576923076923077;4.730769230769231;12.884615384615385;13.115384615384615;2.1538461538461537;2.0384615384615383;0.5153846153846153;0.4861538461538461;4.461538461538462;5.730769230769231;1.6153846153846154;1.5384615384615385
62558;62558;pko-bp-ekstraklasa;4;11;"[""24' Yellow_Away - Łakomy Ł."", ""34' Yellow_Home - Romanczuk T."", ""50' Goal_Away - Szysz P."", ""69' Yellow_Away - Bartolewski M."", ""73' Yellow_Home - Pospisil M."", ""76' Yellow_Home - Struski K."", ""78' Red_Card_Away - Żółta kartka / Bartolewski M."", ""88' Goal_Home - Trubeha A.(Cernych F.)"", ""90+4' Yellow_Away - Szysz P."", ""90+5' Yellow_Home - Pazdan M."", ""90+8' Goal_Home - Gual M.(Cernych F.)""]";27;2022-04-03;15:00;2.0;1.0;0.0;0.0;Home;2.55;3.26;3.0;2.55;True;False;False;False;False;True;True;False;3;1;2.0;0.65;0.35;17.0;11.0;6.0;1.0;138.0;87.0;112.0;51.0;8.0;5.0;3.0;5.0;10.0;15.0;9.0;5.0;1.0;1.0;33.0;19.0;0.0;4.0;14.0;9.0;4.0;4.0;https://www.flashscore.com/match/6740NcHk/#/match-summary/match-summary;27;27;1.0;0.0;4;-2;-7;4.3076923076923075;3.8461538461538463;15.846153846153847;14.5;2.3846153846153846;2.423076923076923;0.476923076923077;0.48923076923076914;4.730769230769231;5.115384615384615;2.269230769230769;1.3076923076923077
62557;62557;pko-bp-ekstraklasa;9;6;"[""04' Yellow_Home - Colley J."", ""23' Yellow_Away - Huk T."", ""31' Goal_Home - Savic S."", ""51' Goal_Away - Penalty Wilczek K.(Penalty )"", ""61' Goal_Away - Wilczek K.(Czerwiński J.)"", ""70' Yellow_Away - Czerwiński J."", ""71' Goal_Home - Hugi D.""]";27;2022-04-03;17:30;2.0;2.0;1.0;0.0;Draw;2.78;3.22;2.77;3.22;True;True;False;False;False;False;False;False;4;1;3.0;0.57;0.43;20.0;13.0;6.0;6.0;101.0;96.0;78.0;61.0;11.0;6.0;3.0;1.0;10.0;9.0;5.0;4.0;0.0;2.0;25.0;19.0;4.0;4.0;12.0;9.0;1.0;2.0;https://www.flashscore.com/match/Uujequv9/#/match-summary/match-summary;27;27;0.0;1.0;0;-8;0;3.8846153846153846;3.730769230769231;13.76923076923077;12.73076923076923;;;0.5223076923076924;0.48423076923076935;5.3076923076923075;4.3076923076923075;2.269230769230769;1.9230769230769231
62556;62556;pko-bp-ekstraklasa;17;10;"[""13' Yellow_Home - Michalski D."", ""30' Goal_Home - Sekulski L.(Szwoch M.)"", ""32' Yellow_Away - Podolski L."", ""36' Yellow_Away - Manneh A."", ""37' Own_Home - Kubica K.()"", ""60' Yellow_Home - Kolar M."", ""69' Goal_Home - Sekulski L.(Furman D.)"", ""71' Goal_Away - Manneh A."", ""73' Yellow_Home - Furman D."", ""89' Yellow_Away - Szymanski J."", ""90+3' Yellow_Home - Rzeźniczak J."", ""90+4' Goal_Away - Podolski L.""]";27;2022-04-04;18:00;2.0;2.0;1.0;0.0;Draw;2.72;3.26;2.8;3.26;True;True;False;False;False;False;False;True;1;2;-1.0;0.43;0.57;6.0;22.0;4.0;6.0;89.0;109.0;33.0;81.0;2.0;11.0;0.0;5.0;13.0;18.0;3.0;13.0;1.0;2.0;28.0;28.0;4.0;1.0;18.0;9.0;4.0;3.0;https://www.flashscore.com/match/C4u0ragF/#/match-summary/match-summary;27;27;0.0;1.0;0;1;0;4.346153846153846;5.038461538461538;16.23076923076923;13.461538461538462;3.0384615384615383;2.076923076923077;0.4938461538461538;0.5057692307692306;5.0;5.0;1.3846153846153846;1.7692307692307692
62554;62554;pko-bp-ekstraklasa;8;17;"[""06' Yellow_Away - Zbozień D."", ""33' Goal_Home - Grosicki K."", ""36' Yellow_Home - Drygas K."", ""37' Goal_Away - Sekulski L.(Zbozień D.)"", ""46' Yellow_Away - Lesniak F."", ""63' Goal_Away - Jorginho(Sekulski L.)""]";28;2022-04-08;20:30;1.0;2.0;1.0;1.0;Away;1.45;4.6;8.1;8.1;True;False;False;False;False;False;False;False;3;2;1.0;0.55;0.45;18.0;9.0;9.0;5.0;84.0;52.0;100.0;47.0;3.0;2.0;6.0;2.0;7.0;11.0;11.0;5.0;1.0;1.0;22.0;16.0;3.0;8.0;10.0;9.0;1.0;2.0;https://www.flashscore.com/match/ddJrzy1e/#/match-summary/match-summary;28;28;-1.0;0.0;17;14;2;5.222222222222222;4.333333333333333;12.074074074074074;16.296296296296298;;3.074074074074074;0.554074074074074;0.49148148148148146;6.0;4.925925925925926;1.7777777777777777;1.3703703703703705
62555;62555;pko-bp-ekstraklasa;11;12;"[""38' Yellow_Away - Zawada O."", ""45' Yellow_Home - Balic S."", ""45+1' Var_Away"", ""50' Yellow_Away - Sitek M."", ""56' Goal_Away - Zawada O."", ""72' Goal_Home - Dolezal M.(Chodyna K.)"", ""79' Goal_Home - Daniel E."", ""85' Goal_Home - Dolezal M.(Pienko T.)"", ""89' Yellow_Home - Łakomy Ł."", ""90' Yellow_Away - Maj P.""]";28;2022-04-08;18:00;3.0;1.0;0.0;0.0;Home;1.82;3.67;4.8;1.82;True;True;False;False;False;False;False;False;1;1;0.0;0.53;0.47;16.0;16.0;9.0;4.0;98.0;76.0;64.0;52.0;6.0;10.0;1.0;2.0;12.0;19.0;4.0;6.0;1.0;3.0;31.0;17.0;3.0;6.0;20.0;11.0;2.0;3.0;https://www.flashscore.com/match/bLw8twOR/#/match-summary/match-summary;28;28;2.0;0.0;11;-6;-2;3.740740740740741;3.888888888888889;14.296296296296296;11.444444444444445;2.4814814814814814;;0.48407407407407393;0.44629629629629647;5.111111111111111;4.074074074074074;1.2962962962962963;1.5925925925925926
62552;62552;pko-bp-ekstraklasa;2;5;"[""06' Yellow_Away - Johansson M.(Faul)"", ""29' Yellow_Away - Slisz B.(Podcięcie)"", ""30' Goal_Home - Satka L.(Kownacki D.)"", ""40' Goal_Away - Rafa Lopes(Josue)"", ""45+1' Yellow_Home - Ishak M.(Nadmierna ostrość)"", ""76' Yellow_Away - Mladenovic F.(Poza boiskiem)"", ""84' Yellow_Away - Vukovic A.(Poza boiskiem)"", ""90+3' Red_Card_Away - Kharatin I.(Podcięcie)""]";28;2022-04-09;17:30;1.0;1.0;1.0;1.0;Draw;1.65;4.05;5.6;4.05;False;False;False;False;False;False;False;False;2;5;-3.0;0.57;0.43;14.0;3.0;3.0;1.0;122.0;113.0;78.0;43.0;5.0;1.0;6.0;1.0;10.0;16.0;6.0;2.0;0.0;1.0;18.0;18.0;0.0;2.0;16.0;11.0;1.0;3.0;https://www.flashscore.com/match/0UPZycWr/#/match-summary/match-summary;28;28;0.0;0.0;0;12;-3;6.666666666666667;4.518518518518518;12.481481481481481;15.037037037037036;;2.814814814814815;0.5570370370370371;0.5485185185185186;6.592592592592593;6.62962962962963;1.9259259259259258;1.2592592592592593
62551;62551;pko-bp-ekstraklasa;16;1;"[""11' Goal_Home - Zwoliński Ł."", ""30' Yellow_Away - Wlazlo P."", ""35' Yellow_Away - Putivtsev A."", ""55' Yellow_Away - Radwanski A."", ""90+5' Goal_Home - Paixao F.(Conrado)""]";28;2022-04-09;20:00;2.0;0.0;1.0;0.0;Home;1.8;3.8;4.7;1.8;False;False;True;False;False;False;True;False;0;2;-2.0;0.51;0.49;17.0;9.0;6.0;0.0;94.0;96.0;70.0;83.0;9.0;6.0;2.0;3.0;15.0;14.0;5.0;7.0;2.0;5.0;17.0;21.0;0.0;4.0;13.0;10.0;0.0;3.0;https://www.flashscore.com/match/rgFvyHok/#/match-summary/match-summary;28;28;2.0;1.0;16;4;-7;4.925925925925926;3.6666666666666665;14.555555555555555;13.074074074074074;2.111111111111111;2.259259259259259;0.5444444444444446;0.5177777777777778;7.074074074074074;4.481481481481482;1.4814814814814814;1.5925925925925926
62553;62553;pko-bp-ekstraklasa;6;3;"[""26' Goal_Home - Wilczek K.(Hateley T.)"", ""51' Yellow_Away - Krykun S."", ""59' Yellow_Home - Hateley T."", ""90' Red_Card_Away - Gol J.""]";28;2022-04-09;15:00;1.0;0.0;1.0;0.0;Home;1.6;4.0;6.4;1.6;False;False;False;False;False;False;False;False;1;1;0.0;0.44;0.56;12.0;8.0;6.0;2.0;88.0;107.0;69.0;84.0;5.0;5.0;1.0;1.0;11.0;14.0;5.0;9.0;0.0;0.0;18.0;27.0;2.0;5.0;16.0;15.0;1.0;1.0;https://www.flashscore.com/match/YcMbNQZi/#/match-summary/match-summary;28;28;1.0;1.0;6;1;-10;3.814814814814815;3.2222222222222223;12.592592592592593;13.777777777777779;;;0.48222222222222233;0.4644444444444445;4.296296296296297;4.074074074074074;1.9259259259259258;1.7037037037037037
62550;62550;pko-bp-ekstraklasa;14;15;"[""04' Yellow_Home - Kopczyński M."", ""54' Yellow_Home - Kupczak M."", ""61' Goal_Home - Zrelak A."", ""82' Penalty_Missed_Away -  Rivaldinho()"", ""83' Yellow_Home - Grobelny J."", ""90+2' Yellow_Home - Jakóbowski M.""]";28;2022-04-10;12:30;1.0;0.0;0.0;0.0;Home;2.41;3.05;3.45;2.41;False;False;False;False;False;False;False;False;2;2;0.0;0.45;0.55;11.0;11.0;2.0;2.0;88.0;93.0;57.0;44.0;5.0;6.0;4.0;3.0;16.0;21.0;4.0;4.0;6.0;2.0;23.0;26.0;2.0;1.0;17.0;15.0;4.0;0.0;https://www.flashscore.com/match/6R0Zdb88/#/match-summary/match-summary;28;28;1.0;0.0;14;-3;-4;3.6296296296296298;4.407407407407407;15.37037037037037;15.481481481481481;;2.3333333333333335;0.4396296296296296;0.48;4.666666666666667;5.148148148148148;1.5555555555555556;2.5185185185185186
62549;62549;pko-bp-ekstraklasa;9;10;"[""24' Yellow_Home - Fazlagic E."", ""43' Own_Home - Krawczyk P.()"", ""51' Goal_Away - Podolski L."", ""67' Goal_Home - Savic S."", ""69' Yellow_Home - Manu E."", ""75' Goal_Home - Penalty Fernandez L.(Penalty )"", ""82' Yellow_Away - Janza E."", ""88' Yellow_Home - Kieszek P."", ""90+3' Goal_Home - Kuveljic N.(Savic S.)""]";28;2022-04-10;15:00;3.0;1.0;0.0;0.0;Home;2.58;3.35;2.9;2.58;True;True;False;False;False;False;True;False;4;4;0.0;0.48;0.52;17.0;12.0;9.0;4.0;86.0;90.0;70.0;76.0;4.0;6.0;4.0;2.0;13.0;19.0;5.0;8.0;1.0;2.0;27.0;19.0;3.0;5.0;19.0;13.0;3.0;1.0;https://www.flashscore.com/match/pIawdINE/#/match-summary/match-summary;28;28;2.0;0.0;9;-7;-1;3.962962962962963;5.074074074074074;13.703703703703704;13.296296296296296;;2.111111111111111;0.5240740740740741;0.508148148148148;5.296296296296297;5.296296296296297;2.185185185185185;1.7777777777777777
62548;62548;pko-bp-ekstraklasa;18;7;"[""09' Yellow_Away - Golla W."", ""14' Yellow_Home - Gvilia V."", ""42' Yellow_Away - Olsen P."", ""45' Goal_Away - Quintana C."", ""51' Yellow_Away - Jastrzembski D."", ""56' Yellow_Away - Piasecki F."", ""62' Goal_Home - Kun P."", ""67' Yellow_Away - Schwarz P."", ""80' Yellow_Home - Wdowiak M."", ""81' Yellow_Home - Tudor F."", ""88' Yellow_Away - Sobota W.""]";28;2022-04-10;17:30;1.0;1.0;0.0;1.0;Draw;1.53;4.35;6.8;4.35;False;False;False;False;False;True;False;False;1;2;-1.0;0.57;0.43;14.0;14.0;4.0;7.0;101.0;75.0;89.0;59.0;9.0;3.0;1.0;4.0;18.0;10.0;9.0;6.0;1.0;3.0;20.0;17.0;6.0;3.0;12.0;20.0;3.0;6.0;https://www.flashscore.com/match/U9HjYEV7/#/match-summary/match-summary;28;28;0.0;-1.0;0;11;-3;6.111111111111111;4.185185185185185;13.74074074074074;13.11111111111111;2.2222222222222223;1.8518518518518519;0.4981481481481482;0.4925925925925925;5.62962962962963;4.62962962962963;1.7777777777777777;1.8888888888888888
62547;62547;pko-bp-ekstraklasa;13;4;"[""45' Goal_Home - Abramowicz D."", ""49' Yellow_Away - Romanczuk T."", ""50' Yellow_Away - Pazdan M."", ""60' Goal_Home - Angielski K.(Maurides)"", ""62' Goal_Away - Diego Carioca(Wdowik B.)"", ""67' Goal_Away - Gual M.(Matysik M.)""]";28;2022-04-11;18:00;2.0;2.0;1.0;0.0;Draw;2.12;3.35;3.85;3.35;True;True;False;False;True;False;False;False;2;5;-3.0;0.53;0.47;8.0;17.0;3.0;4.0;96.0;109.0;46.0;72.0;1.0;9.0;4.0;4.0;13.0;12.0;2.0;7.0;2.0;0.0;26.0;30.0;2.0;1.0;10.0;15.0;0.0;2.0;https://www.flashscore.com/match/jJInZfG1/#/match-summary/match-summary;28;28;0.0;1.0;0;4;-2;4.62962962962963;4.37037037037037;13.25925925925926;15.777777777777779;2.0;2.4444444444444446;0.48370370370370364;0.48333333333333345;5.777777777777778;4.888888888888889;1.5185185185185186;2.2222222222222223
62543;62543;pko-bp-ekstraklasa;4;8;"[""25' Goal_Home - Diego Carioca(Nastic B.)"", ""34' Goal_Away - Grosicki K.(Jean Carlos)"", ""51' Yellow_Home - Pospisil M."", ""58' Yellow_Home - Struski K."", ""61' Yellow_Home - Tiru B."", ""68' Yellow_Away - Dąbrowski D."", ""73' Goal_Away - Drygas K.(Grosicki K.)"", ""82' Yellow_Home - Czerech P."", ""83' Yellow_Away - Fornalczyk M."", ""90' Yellow_Home - Gual M."", ""90+2' Yellow_Home - Mystkowski P.""]";29;2022-04-16;17:30;1.0;2.0;1.0;1.0;Away;5.4;3.6;1.76;1.76;True;False;False;False;False;False;False;False;4;2;2.0;0.4;0.6;7.0;16.0;1.0;7.0;106.0;93.0;51.0;95.0;3.0;3.0;3.0;6.0;16.0;18.0;3.0;12.0;3.0;3.0;18.0;19.0;5.0;0.0;15.0;14.0;6.0;2.0;https://www.flashscore.com/match/A3FJylx0/#/match-summary/match-summary;29;29;-1.0;0.0;8;-3;15;4.357142857142857;5.357142857142857;15.75;12.0;2.4285714285714284;;0.482857142857143;0.5539285714285714;4.964285714285714;6.178571428571429;2.142857142857143;1.75
62542;62542;pko-bp-ekstraklasa;17;2;"[""05' Yellow_Home - Kryvotsyuk A."", ""36' Yellow_Away - Amaral J."", ""44' Goal_Away - Kownacki D.(Skóraś M.)"", ""50' Yellow_Home - Vallo K."", ""76' Yellow_Home - Szwoch M."", ""77' Yellow_Away - Kownacki D.""]";29;2022-04-16;20:00;0.0;1.0;0.0;1.0;Away;7.0;4.55;1.45;1.45;False;False;False;False;False;False;False;False;2;3;-1.0;0.45;0.55;3.0;23.0;1.0;7.0;65.0;95.0;27.0;79.0;1.0;8.0;1.0;8.0;11.0;8.0;3.0;9.0;1.0;0.0;9.0;17.0;6.0;1.0;8.0;13.0;3.0;2.0;https://www.flashscore.com/match/0h8WYoMI/#/match-summary/match-summary;29;29;-1.0;-1.0;2;1;13;4.357142857142857;6.535714285714286;16.035714285714285;12.607142857142858;3.0357142857142856;;0.48999999999999994;0.5575;4.928571428571429;6.571428571428571;1.3571428571428572;1.8571428571428572
62545;62545;pko-bp-ekstraklasa;3;13;"[""67' Yellow_Away - Luizao"", ""77' Yellow_Away - Banasik D.(Poza boiskiem)"", ""86' Goal_Home - Śpiączka B.( J.)""]";29;2022-04-16;12:30;1.0;0.0;0.0;0.0;Home;3.4;3.22;2.35;3.4;False;False;False;False;False;False;False;False;2;1;1.0;0.49;0.51;11.0;13.0;4.0;2.0;89.0;95.0;58.0;70.0;5.0;9.0;2.0;2.0;11.0;15.0;4.0;6.0;1.0;1.0;28.0;14.0;2.0;3.0;14.0;11.0;0.0;1.0;https://www.flashscore.com/match/SKL2Mpkb/#/match-summary/match-summary;29;29;1.0;0.0;3;-9;3;3.1785714285714284;4.571428571428571;13.821428571428571;13.142857142857142;;1.9285714285714286;0.4678571428571429;0.48535714285714276;4.25;5.642857142857143;1.6428571428571428;1.5357142857142858
62544;62544;pko-bp-ekstraklasa;1;18;"[""27' Yellow_Home - Wlazlo P."", ""33' Yellow_Away - Kun P."", ""36' Goal_Away - Lopez I."", ""62' Goal_Away - Gutkovskis V."", ""90+1' Goal_Away - Musiolik S.(Sapała I.)""]";29;2022-04-16;15:00;0.0;3.0;0.0;1.0;Away;6.4;4.0;1.6;1.6;True;False;False;False;False;False;False;True;3;3;0.0;0.64;0.36;13.0;12.0;2.0;5.0;102.0;93.0;60.0;63.0;7.0;5.0;4.0;2.0;14.0;11.0;6.0;8.0;1.0;1.0;12.0;14.0;2.0;2.0;11.0;12.0;1.0;1.0;https://www.flashscore.com/match/xEN6vjhs/#/match-summary/match-summary;29;29;-3.0;-1.0;18;-8;12;3.5357142857142856;6.035714285714286;12.964285714285714;13.678571428571429;2.2857142857142856;2.25;0.5167857142857143;0.5007142857142858;4.571428571428571;5.75;1.7142857142857142;1.75
62546;62546;pko-bp-ekstraklasa;12;14;"[""11' Yellow_Home - Flis M."", ""12' Goal_Away - Szymonowicz D.(Trałka Ł.)"", ""55' Yellow_Away - Kiełb J."", ""67' Yellow_Home - Klos W."", ""80' Yellow_Home - Tomasiewicz G."", ""85' Yellow_Away - Papeau J.""]";29;2022-04-16;12:30;0.0;1.0;0.0;1.0;Away;3.15;3.05;2.61;2.61;False;False;False;True;False;False;False;False;1;2;-1.0;0.64;0.36;12.0;9.0;2.0;2.0;105.0;91.0;53.0;36.0;5.0;4.0;5.0;3.0;29.0;25.0;4.0;0.0;3.0;7.0;28.0;18.0;1.0;2.0;22.0;24.0;3.0;2.0;https://www.flashscore.com/match/ITIRZR6C/#/match-summary/match-summary;29;29;-1.0;-1.0;14;-3;-2;3.892857142857143;3.5714285714285716;11.428571428571429;15.428571428571429;;;0.44714285714285734;0.43999999999999995;4.142857142857143;4.642857142857143;1.6428571428571428;1.7142857142857142
62541;62541;pko-bp-ekstraklasa;15;11;"[""08' Goal_Home - Pestka K."", ""55' Yellow_Away - Poręba L."", ""62' Yellow_Home - Hanca S."", ""86' Yellow_Home - Siplak M."", ""90' Yellow_Home - Lusiusz S."", ""90+3' Yellow_Away - Żubrowski J."", ""90+5' Yellow_Away - Starzyński F.""]";29;2022-04-18;12:30;1.0;0.0;1.0;0.0;Home;2.26;3.28;3.55;2.26;False;False;True;False;False;False;False;False;2;0;2.0;0.42;0.58;20.0;14.0;5.0;2.0;52.0;59.0;53.0;68.0;6.0;4.0;9.0;8.0;12.0;10.0;5.0;8.0;1.0;1.0;13.0;28.0;2.0;4.0;11.0;15.0;3.0;3.0;https://www.flashscore.com/match/llRAwA7m/#/match-summary/match-summary;29;29;1.0;1.0;15;-3;-7;4.321428571428571;3.9285714285714284;15.464285714285714;14.5;2.25;2.4642857142857144;0.4825;0.4857142857142856;5.107142857142857;5.071428571428571;2.5;1.2857142857142858
62540;62540;pko-bp-ekstraklasa;7;9;"[""06' Goal_Away - Manu E.(Gruszkowski K.)"", ""24' Yellow_Away - Poletanovic M."", ""34' Yellow_Away - Gruszkowski K."", ""41' Goal_Home - Quintana C.(Garcia V.)""]";29;2022-04-18;15:00;1.0;1.0;1.0;1.0;Draw;2.4;3.33;3.2;3.33;False;False;False;True;False;False;False;False;2;4;-2.0;0.44;0.56;18.0;10.0;8.0;2.0;47.0;48.0;39.0;39.0;6.0;6.0;4.0;2.0;11.0;10.0;3.0;1.0;1.0;2.0;20.0;22.0;1.0;7.0;9.0;9.0;0.0;2.0;https://www.flashscore.com/match/EeCzY5yP/#/match-summary/match-summary;29;29;0.0;0.0;0;-3;-7;4.285714285714286;4.142857142857143;13.357142857142858;13.892857142857142;2.0;;0.4903571428571428;0.5225000000000001;4.678571428571429;5.285714285714286;1.9285714285714286;2.142857142857143
62539;62539;pko-bp-ekstraklasa;10;16;"[""11' Goal_Away - Durmus I."", ""58' Goal_Home - Nowak B.(Pawłowski D.)"", ""61' Yellow_Away - Zwoliński Ł."", ""65' Yellow_Home - Jules J."", ""83' Goal_Away - Penalty Gajos M.(Penalty )"", ""86' Goal_Away - Durmus I.(Sezonienko K.)""]";29;2022-04-18;17:30;1.0;3.0;0.0;1.0;Away;2.55;3.4;2.9;2.9;True;True;False;True;False;False;False;False;3;0;3.0;0.47;0.53;18.0;16.0;3.0;6.0;49.0;52.0;61.0;55.0;11.0;4.0;4.0;6.0;16.0;18.0;5.0;9.0;4.0;3.0;17.0;16.0;3.0;2.0;18.0;15.0;1.0;1.0;https://www.flashscore.com/match/WCGFxUMg/#/match-summary/match-summary;29;29;-2.0;-1.0;16;-2;5;5.035714285714286;4.964285714285714;13.285714285714286;14.5;2.0714285714285716;2.0357142857142856;0.5085714285714285;0.5432142857142859;5.392857142857143;7.0;1.7857142857142858;1.5
62538;62538;pko-bp-ekstraklasa;5;6;"[""11' Yellow_Away - Reiner C."", ""43' Goal_Away - Kądzior D."", ""49' Yellow_Away - Huk T."", ""62' Yellow_Home - Wieteska M."", ""86' Yellow_Home - Jędrzejczyk A."", ""90+2' Yellow_Away - Kaput M.""]";29;2022-04-18;20:00;0.0;1.0;0.0;1.0;Away;2.22;3.25;3.65;3.65;False;False;False;False;False;False;False;False;4;4;0.0;0.68;0.32;14.0;14.0;1.0;5.0;122.0;80.0;96.0;55.0;8.0;6.0;5.0;3.0;13.0;16.0;6.0;5.0;0.0;1.0;28.0;20.0;4.0;1.0;17.0;12.0;2.0;3.0;https://www.flashscore.com/match/vwKNz8i6/#/match-summary/match-summary;29;29;-1.0;-1.0;6;-4;2;4.392857142857143;3.892857142857143;14.892857142857142;12.714285714285714;2.8214285714285716;;0.5442857142857144;0.4807142857142858;6.464285714285714;4.321428571428571;1.25;1.8571428571428572
